"tp","tn","fp","fn","precision","recall","k_value"
0,90,3,3,0,0,0.2
0,90,3,3,0,0,0.2
0,90,3,3,0,0,0.2
0,90,3,3,0,0,0.2
0,90,3,3,0,0,0.2
0,90,3,3,0,0,0.2
0,90,3,3,0,0,0.2
0,90,3,3,0,0,0.2
0,90,3,3,0,0,0.2
0,90,3,3,0,0,0.2
0,90,3,3,0,0,0.3
0,90,3,3,0,0,0.3
0,90,3,3,0,0,0.3
0,90,3,3,0,0,0.3
0,90,3,3,0,0,0.3
0,90,3,3,0,0,0.3
0,90,3,3,0,0,0.3
0,90,3,3,0,0,0.3
0,90,3,3,0,0,0.3
0,90,3,3,0,0,0.3
0,90,3,3,0,0,0.4
0,90,3,3,0,0,0.4
0,90,3,3,0,0,0.4
0,90,3,3,0,0,0.4
0,90,3,3,0,0,0.4
0,90,3,3,0,0,0.4
0,90,3,3,0,0,0.4
0,90,3,3,0,0,0.4
0,90,3,3,0,0,0.4
0,90,3,3,0,0,0.4
0,90,3,3,0,0,0.5
0,90,3,3,0,0,0.5
0,90,3,3,0,0,0.5
0,90,3,3,0,0,0.5
0,90,3,3,0,0,0.5
0,90,3,3,0,0,0.5
0,90,3,3,0,0,0.5
0,90,3,3,0,0,0.5
0,90,3,3,0,0,0.5
0,90,3,3,0,0,0.5
0,90,3,3,0,0,0.6
0,90,3,3,0,0,0.6
0,90,3,3,0,0,0.6
0,90,3,3,0,0,0.6
0,90,3,3,0,0,0.6
0,90,3,3,0,0,0.6
0,90,3,3,0,0,0.6
0,90,3,3,0,0,0.6
0,90,3,3,0,0,0.6
0,90,3,3,0,0,0.6
0,90,3,3,0,0,0.7
0,90,3,3,0,0,0.7
0,90,3,3,0,0,0.7
0,91,2,3,0,0,0.7
0,90,3,3,0,0,0.7
0,90,3,3,0,0,0.7
0,91,2,3,0,0,0.7
0,90,3,3,0,0,0.7
0,90,3,3,0,0,0.7
0,90,3,3,0,0,0.7
0,90,3,3,0,0,0.8
0,90,3,3,0,0,0.8
0,91,2,3,0,0,0.8
0,90,3,3,0,0,0.8
0,90,3,3,0,0,0.8
0,90,3,3,0,0,0.8
0,91,2,3,0,0,0.8
0,90,3,3,0,0,0.8
0,90,3,3,0,0,0.8
0,90,3,3,0,0,0.8
0,90,3,3,0,0,0.9
0,90,3,3,0,0,0.9
0,90,3,3,0,0,0.9
0,90,3,3,0,0,0.9
0,90,3,3,0,0,0.9
0,90,3,3,0,0,0.9
0,90,3,3,0,0,0.9
0,90,3,3,0,0,0.9
0,90,3,3,0,0,0.9
0,90,3,3,0,0,0.9
0,90,3,3,0,0,1
0,91,2,3,0,0,1
0,90,3,3,0,0,1
0,90,3,3,0,0,1
0,90,3,3,0,0,1
0,90,3,3,0,0,1
0,90,3,3,0,0,1
0,90,3,3,0,0,1
0,90,3,3,0,0,1
0,90,3,3,0,0,1
