"tp","tn","fp","fn","precision","recall","k_value"
22,0,99,0,0.18,1,0.4
22,0,99,0,0.18,1,0.4
22,0,99,0,0.18,1,0.4
22,0,99,0,0.18,1,0.4
22,0,99,0,0.18,1,0.4
21,64,35,1,0.38,0.95,0.5
21,64,35,1,0.38,0.95,0.5
21,64,35,1,0.38,0.95,0.5
21,64,35,1,0.38,0.95,0.5
21,64,35,1,0.38,0.95,0.5
21,64,35,1,0.38,0.95,0.6
20,77,22,2,0.48,0.91,0.6
20,77,22,2,0.48,0.91,0.6
20,77,22,2,0.48,0.91,0.6
20,77,22,2,0.48,0.91,0.6
19,82,17,3,0.53,0.86,0.7
19,88,11,3,0.63,0.86,0.7
19,82,17,3,0.53,0.86,0.7
19,82,17,3,0.53,0.86,0.7
19,82,17,3,0.53,0.86,0.7
19,88,11,3,0.63,0.86,0.8
19,88,11,3,0.63,0.86,0.8
19,88,11,3,0.63,0.86,0.8
19,88,11,3,0.63,0.86,0.8
19,88,11,3,0.63,0.86,0.8
19,88,11,3,0.63,0.86,0.9
19,88,11,3,0.63,0.86,0.9
19,88,11,3,0.63,0.86,0.9
19,88,11,3,0.63,0.86,0.9
19,88,11,3,0.63,0.86,0.9
19,88,11,3,0.63,0.86,1
19,88,11,3,0.63,0.86,1
19,88,11,3,0.63,0.86,1
19,88,11,3,0.63,0.86,1
19,88,11,3,0.63,0.86,1
