"tp","tn","fp","fn","precision","recall","k_value"
22,0,99,0,0.18,1,0.2
22,0,99,0,0.18,1,0.2
22,0,99,0,0.18,1,0.2
22,0,99,0,0.18,1,0.2
22,0,99,0,0.18,1,0.2
22,0,99,0,0.18,1,0.3
22,0,99,0,0.18,1,0.3
22,0,99,0,0.18,1,0.3
22,0,99,0,0.18,1,0.3
22,0,99,0,0.18,1,0.3
21,42,57,1,0.27,0.95,0.4
21,42,57,1,0.27,0.95,0.4
21,42,57,1,0.27,0.95,0.4
21,42,57,1,0.27,0.95,0.4
21,42,57,1,0.27,0.95,0.4
22,22,77,0,0.22,1,0.5
21,42,57,1,0.27,0.95,0.5
21,42,57,1,0.27,0.95,0.5
22,22,77,0,0.22,1,0.5
22,22,77,0,0.22,1,0.5
21,42,57,1,0.27,0.95,0.6
21,42,57,1,0.27,0.95,0.6
21,42,57,1,0.27,0.95,0.6
21,42,57,1,0.27,0.95,0.6
21,42,57,1,0.27,0.95,0.6
21,42,57,1,0.27,0.95,0.7
21,42,57,1,0.27,0.95,0.7
21,42,57,1,0.27,0.95,0.7
21,42,57,1,0.27,0.95,0.7
21,42,57,1,0.27,0.95,0.7
21,42,57,1,0.27,0.95,0.8
21,42,57,1,0.27,0.95,0.8
21,42,57,1,0.27,0.95,0.8
21,42,57,1,0.27,0.95,0.8
21,42,57,1,0.27,0.95,0.8
21,42,57,1,0.27,0.95,0.9
21,42,57,1,0.27,0.95,0.9
21,42,57,1,0.27,0.95,0.9
21,42,57,1,0.27,0.95,0.9
21,42,57,1,0.27,0.95,0.9
21,42,57,1,0.27,0.95,1
21,42,57,1,0.27,0.95,1
21,42,57,1,0.27,0.95,1
21,42,57,1,0.27,0.95,1
21,42,57,1,0.27,0.95,1
