"tp","tn","fp","fn","precision","recall","k_value"
28,94,9,0,0.76,1,0.1
28,94,9,0,0.76,1,0.2
28,94,9,0,0.76,1,0.3
28,95,8,0,0.78,1,0.4
28,94,9,0,0.76,1,0.5
28,94,9,0,0.76,1,0.6
28,97,6,0,0.82,1,0.7
15,101,2,13,0.88,0.54,0.8
20,101,2,8,0.91,0.71,0.9
0,103,0,28,NA,0,1
28,94,9,0,0.76,1,0.1
28,94,9,0,0.76,1,0.2
28,94,9,0,0.76,1,0.3
28,95,8,0,0.78,1,0.4
28,94,9,0,0.76,1,0.5
28,94,9,0,0.76,1,0.6
28,97,6,0,0.82,1,0.7
15,101,2,13,0.88,0.54,0.8
20,101,2,8,0.91,0.71,0.9
0,103,0,28,NA,0,1
28,94,9,0,0.76,1,0.1
28,94,9,0,0.76,1,0.2
28,94,9,0,0.76,1,0.3
28,95,8,0,0.78,1,0.4
28,94,9,0,0.76,1,0.5
28,94,9,0,0.76,1,0.6
28,97,6,0,0.82,1,0.7
15,101,2,13,0.88,0.54,0.8
20,101,2,8,0.91,0.71,0.9
0,103,0,28,NA,0,1
28,94,9,0,0.76,1,0.1
28,94,9,0,0.76,1,0.2
28,94,9,0,0.76,1,0.3
28,95,8,0,0.78,1,0.4
28,94,9,0,0.76,1,0.5
28,94,9,0,0.76,1,0.6
28,97,6,0,0.82,1,0.7
15,101,2,13,0.88,0.54,0.8
20,101,2,8,0.91,0.71,0.9
0,103,0,28,NA,0,1
28,94,9,0,0.76,1,0.1
28,94,9,0,0.76,1,0.2
28,94,9,0,0.76,1,0.3
28,95,8,0,0.78,1,0.4
28,94,9,0,0.76,1,0.5
28,94,9,0,0.76,1,0.6
28,97,6,0,0.82,1,0.7
15,101,2,13,0.88,0.54,0.8
20,101,2,8,0.91,0.71,0.9
0,103,0,28,NA,0,1
28,94,9,0,0.76,1,0.1
28,94,9,0,0.76,1,0.2
28,94,9,0,0.76,1,0.3
28,95,8,0,0.78,1,0.4
28,94,9,0,0.76,1,0.5
28,94,9,0,0.76,1,0.6
28,97,6,0,0.82,1,0.7
15,101,2,13,0.88,0.54,0.8
20,101,2,8,0.91,0.71,0.9
0,103,0,28,NA,0,1
28,94,9,0,0.76,1,0.1
28,94,9,0,0.76,1,0.2
28,94,9,0,0.76,1,0.3
28,95,8,0,0.78,1,0.4
28,94,9,0,0.76,1,0.5
28,94,9,0,0.76,1,0.6
28,97,6,0,0.82,1,0.7
15,101,2,13,0.88,0.54,0.8
20,101,2,8,0.91,0.71,0.9
0,103,0,28,NA,0,1
28,94,9,0,0.76,1,0.1
28,94,9,0,0.76,1,0.2
28,94,9,0,0.76,1,0.3
28,95,8,0,0.78,1,0.4
28,94,9,0,0.76,1,0.5
28,94,9,0,0.76,1,0.6
28,97,6,0,0.82,1,0.7
15,101,2,13,0.88,0.54,0.8
20,101,2,8,0.91,0.71,0.9
0,103,0,28,NA,0,1
28,94,9,0,0.76,1,0.1
28,94,9,0,0.76,1,0.2
28,94,9,0,0.76,1,0.3
28,95,8,0,0.78,1,0.4
28,94,9,0,0.76,1,0.5
28,94,9,0,0.76,1,0.6
28,97,6,0,0.82,1,0.7
15,101,2,13,0.88,0.54,0.8
20,101,2,8,0.91,0.71,0.9
0,103,0,28,NA,0,1
28,94,9,0,0.76,1,0.1
28,94,9,0,0.76,1,0.2
28,94,9,0,0.76,1,0.3
28,95,8,0,0.78,1,0.4
28,94,9,0,0.76,1,0.5
28,94,9,0,0.76,1,0.6
28,97,6,0,0.82,1,0.7
15,101,2,13,0.88,0.54,0.8
20,101,2,8,0.91,0.71,0.9
0,103,0,28,NA,0,1
