"tp","tn","fp","fn","precision","recall","k_value"
14,96,2,2,0.88,0.88,0
14,98,0,2,1,0.88,150
14,98,0,2,1,0.88,300
14,98,0,2,1,0.88,450
14,98,0,2,1,0.88,600
