"tp","tn","fp","fn","precision","recall","k_value"
18,95,5,0,0.78,1,0.2
18,95,5,0,0.78,1,0.2
18,95,5,0,0.78,1,0.2
18,95,5,0,0.78,1,0.2
18,95,5,0,0.78,1,0.2
18,95,5,0,0.78,1,0.3
18,95,5,0,0.78,1,0.3
18,95,5,0,0.78,1,0.3
18,95,5,0,0.78,1,0.3
18,95,5,0,0.78,1,0.3
18,95,5,0,0.78,1,0.4
18,95,5,0,0.78,1,0.4
18,95,5,0,0.78,1,0.4
18,95,5,0,0.78,1,0.4
18,95,5,0,0.78,1,0.4
18,95,5,0,0.78,1,0.5
18,95,5,0,0.78,1,0.5
18,95,5,0,0.78,1,0.5
18,95,5,0,0.78,1,0.5
18,95,5,0,0.78,1,0.5
18,95,5,0,0.78,1,0.6
18,95,5,0,0.78,1,0.6
18,95,5,0,0.78,1,0.6
18,95,5,0,0.78,1,0.6
18,95,5,0,0.78,1,0.6
18,95,5,0,0.78,1,0.7
18,95,5,0,0.78,1,0.7
18,95,5,0,0.78,1,0.7
18,95,5,0,0.78,1,0.7
18,95,5,0,0.78,1,0.7
18,95,5,0,0.78,1,0.8
18,95,5,0,0.78,1,0.8
18,95,5,0,0.78,1,0.8
18,95,5,0,0.78,1,0.8
18,95,5,0,0.78,1,0.8
18,95,5,0,0.78,1,0.9
18,95,5,0,0.78,1,0.9
18,95,5,0,0.78,1,0.9
18,95,5,0,0.78,1,0.9
18,95,5,0,0.78,1,0.9
18,95,5,0,0.78,1,1
18,95,5,0,0.78,1,1
18,95,5,0,0.78,1,1
18,95,5,0,0.78,1,1
18,95,5,0,0.78,1,1
