"tp","tn","fp","fn","precision","recall","k_value"
7,0,100,0,0.07,1,0.2
7,0,100,0,0.07,1,0.2
7,0,100,0,0.07,1,0.2
7,0,100,0,0.07,1,0.2
7,0,100,0,0.07,1,0.2
7,96,4,0,0.64,1,0.3
7,96,4,0,0.64,1,0.3
7,96,4,0,0.64,1,0.3
7,96,4,0,0.64,1,0.3
7,96,4,0,0.64,1,0.3
7,96,4,0,0.64,1,0.4
7,96,4,0,0.64,1,0.4
7,96,4,0,0.64,1,0.4
7,96,4,0,0.64,1,0.4
7,96,4,0,0.64,1,0.4
6,96,4,1,0.6,0.86,0.5
6,96,4,1,0.6,0.86,0.5
6,96,4,1,0.6,0.86,0.5
6,96,4,1,0.6,0.86,0.5
6,96,4,1,0.6,0.86,0.5
6,96,4,1,0.6,0.86,0.6
6,96,4,1,0.6,0.86,0.6
6,96,4,1,0.6,0.86,0.6
6,96,4,1,0.6,0.86,0.6
6,96,4,1,0.6,0.86,0.6
6,96,4,1,0.6,0.86,0.7
6,96,4,1,0.6,0.86,0.7
6,96,4,1,0.6,0.86,0.7
6,96,4,1,0.6,0.86,0.7
6,96,4,1,0.6,0.86,0.7
6,96,4,1,0.6,0.86,0.8
6,96,4,1,0.6,0.86,0.8
6,96,4,1,0.6,0.86,0.8
6,96,4,1,0.6,0.86,0.8
6,96,4,1,0.6,0.86,0.8
6,96,4,1,0.6,0.86,0.9
6,96,4,1,0.6,0.86,0.9
6,96,4,1,0.6,0.86,0.9
6,96,4,1,0.6,0.86,0.9
6,96,4,1,0.6,0.86,0.9
6,96,4,1,0.6,0.86,1
6,96,4,1,0.6,0.86,1
6,96,4,1,0.6,0.86,1
6,96,4,1,0.6,0.86,1
6,96,4,1,0.6,0.86,1
