"tp","tn","fp","fn","precision","recall","k_value"
0,96,1,0,0,NA,0
0,96,1,0,0,NA,0.01
0,94,3,0,0,NA,0.02
0,94,3,0,0,NA,0.03
0,93,4,0,0,NA,0.04
0,92,5,0,0,NA,0.05
0,91,6,0,0,NA,0.06
0,90,7,0,0,NA,0.07
0,89,8,0,0,NA,0.08
0,88,9,0,0,NA,0.09
0,85,12,0,0,NA,0.1
0,85,12,0,0,NA,0.11
0,85,12,0,0,NA,0.12
0,83,14,0,0,NA,0.13
0,83,14,0,0,NA,0.14
0,82,15,0,0,NA,0.15
0,79,18,0,0,NA,0.16
0,79,18,0,0,NA,0.17
0,79,18,0,0,NA,0.18
0,78,19,0,0,NA,0.19
0,77,20,0,0,NA,0.2
0,72,25,0,0,NA,0.25
0,68,29,0,0,NA,0.3
0,63,34,0,0,NA,0.35
0,58,39,0,0,NA,0.4
0,53,44,0,0,NA,0.45
0,46,51,0,0,NA,0.5
0,44,53,0,0,NA,0.55
0,39,58,0,0,NA,0.6
0,34,63,0,0,NA,0.65
0,29,68,0,0,NA,0.7
0,24,73,0,0,NA,0.75
0,20,77,0,0,NA,0.8
0,15,82,0,0,NA,0.85
0,10,87,0,0,NA,0.9
0,5,92,0,0,NA,0.95
0,0,97,0,0,NA,1
