"tp"	"tn"	"fp"	"fn"	"precision"	"recall"	"k_value"
13	98	5	0	0.72	1	0
13	98	5	0	0.72	1	0.1
13	98	5	0	0.72	1	0.2
13	98	5	0	0.72	1	0.3
13	98	5	0	0.72	1	0.4
13	98	5	0	0.72	1	0.5
13	98	5	0	0.72	1	0.6
13	98	5	0	0.72	1	0.7
13	98	5	0	0.72	1	0.8
7	102	1	6	0.88	0.54	0.9
0	103	0	13	NA	0	1
