"tp","tn","fp","fn","precision","recall","k_value"
1,80,0,19,1,0.05,0
1,80,0,19,1,0.05,0.01
4,80,0,16,1,0.2,0.02
4,80,0,16,1,0.2,0.03
4,80,0,16,1,0.2,0.04
10,80,0,10,1,0.5,0.05
10,80,0,10,1,0.5,0.06
10,80,0,10,1,0.5,0.07
10,80,0,10,1,0.5,0.08
10,80,0,10,1,0.5,0.09
10,80,0,10,1,0.5,0.1
11,80,0,9,1,0.55,0.11
12,80,0,8,1,0.6,0.12
14,80,0,6,1,0.7,0.13
14,80,0,6,1,0.7,0.14
15,80,0,5,1,0.75,0.15
16,80,0,4,1,0.8,0.16
17,80,0,3,1,0.85,0.17
17,79,1,3,0.94,0.85,0.18
17,78,2,3,0.89,0.85,0.19
18,78,2,2,0.9,0.9,0.2
18,72,8,2,0.69,0.9,0.25
18,68,12,2,0.6,0.9,0.3
18,63,17,2,0.51,0.9,0.35
18,58,22,2,0.45,0.9,0.4
18,52,28,2,0.39,0.9,0.45
18,48,32,2,0.36,0.9,0.5
19,44,36,1,0.35,0.95,0.55
19,39,41,1,0.32,0.95,0.6
19,33,47,1,0.29,0.95,0.65
19,29,51,1,0.27,0.95,0.7
19,23,57,1,0.25,0.95,0.75
19,19,61,1,0.24,0.95,0.8
19,14,66,1,0.22,0.95,0.85
19,9,71,1,0.21,0.95,0.9
20,5,75,0,0.21,1,0.95
20,0,80,0,0.2,1,1
