"tp","tn","fp","fn","precision","recall","k_value"
18,0,100,0,0.15,1,0.2
18,0,100,0,0.15,1,0.2
18,0,100,0,0.15,1,0.2
18,0,100,0,0.15,1,0.2
18,0,100,0,0.15,1,0.2
18,73,27,0,0.4,1,0.3
18,73,27,0,0.4,1,0.3
18,73,27,0,0.4,1,0.3
18,73,27,0,0.4,1,0.3
18,73,27,0,0.4,1,0.3
18,73,27,0,0.4,1,0.4
18,90,10,0,0.64,1,0.4
18,90,10,0,0.64,1,0.4
18,90,10,0,0.64,1,0.4
18,90,10,0,0.64,1,0.4
18,90,10,0,0.64,1,0.5
18,90,10,0,0.64,1,0.5
18,90,10,0,0.64,1,0.5
18,90,10,0,0.64,1,0.5
18,90,10,0,0.64,1,0.5
18,90,10,0,0.64,1,0.6
18,90,10,0,0.64,1,0.6
18,90,10,0,0.64,1,0.6
18,90,10,0,0.64,1,0.6
18,90,10,0,0.64,1,0.6
18,90,10,0,0.64,1,0.7
18,90,10,0,0.64,1,0.7
18,90,10,0,0.64,1,0.7
18,90,10,0,0.64,1,0.7
18,90,10,0,0.64,1,0.7
18,90,10,0,0.64,1,0.8
18,90,10,0,0.64,1,0.8
18,90,10,0,0.64,1,0.8
18,90,10,0,0.64,1,0.8
18,90,10,0,0.64,1,0.8
18,90,10,0,0.64,1,0.9
18,90,10,0,0.64,1,0.9
18,90,10,0,0.64,1,0.9
18,90,10,0,0.64,1,0.9
18,90,10,0,0.64,1,0.9
18,90,10,0,0.64,1,1
18,90,10,0,0.64,1,1
18,90,10,0,0.64,1,1
18,90,10,0,0.64,1,1
18,90,10,0,0.64,1,1
