"tp","tn","fp","fn","precision","recall","k_value"
1,89,0,10,1,0.09,0
1,89,0,10,1,0.09,0.01
3,89,0,8,1,0.27,0.02
3,89,0,8,1,0.27,0.03
3,88,1,8,0.75,0.27,0.04
4,87,2,7,0.67,0.36,0.05
4,87,2,7,0.67,0.36,0.06
5,87,2,6,0.71,0.45,0.07
7,84,5,4,0.58,0.64,0.08
7,84,5,4,0.58,0.64,0.09
7,84,5,4,0.58,0.64,0.1
7,84,5,4,0.58,0.64,0.11
7,84,5,4,0.58,0.64,0.12
7,80,9,4,0.44,0.64,0.13
7,80,9,4,0.44,0.64,0.14
7,80,9,4,0.44,0.64,0.15
7,80,9,4,0.44,0.64,0.16
7,74,15,4,0.32,0.64,0.17
7,74,15,4,0.32,0.64,0.18
7,74,15,4,0.32,0.64,0.19
7,74,15,4,0.32,0.64,0.2
7,71,18,4,0.28,0.64,0.25
8,66,23,3,0.26,0.73,0.3
8,62,27,3,0.23,0.73,0.35
9,57,32,2,0.22,0.82,0.4
9,53,36,2,0.2,0.82,0.45
10,49,40,1,0.2,0.91,0.5
10,44,45,1,0.18,0.91,0.55
11,39,50,0,0.18,1,0.6
11,34,55,0,0.17,1,0.65
11,30,59,0,0.16,1,0.7
11,25,64,0,0.15,1,0.75
11,20,69,0,0.14,1,0.8
11,13,76,0,0.13,1,0.85
11,10,79,0,0.12,1,0.9
11,5,84,0,0.12,1,0.95
11,0,89,0,0.11,1,1
