"gave_up" "assignment_id" "re_unit_id" "re_execution_relative_start" "re_execution_relative_end" "re_evaluation" "re_index" "re_duration_num" "relaunched" "with_limit"
"1" 0 " fb211fe8-b89d-4054-b470-159fc12335cb" "867200222" 2015-07-01 00:01:20 2015-07-01 00:31:20 "-1" 93 1800 595 507
"2" 0 " f9db3238-4c05-4337-89a2-fffd8189a98b" "867200280" 2015-07-01 00:01:26 2015-07-01 00:31:26 "-1" 89 1800 595 507
"3" 0 " 7192524f-c3e0-49e5-b061-cb5ed6de22cd" "867200282" 2015-07-01 00:01:31 2015-07-01 00:31:31 "-1" 95 1800 605 507
"4" 0 " 079022be-3b09-4aea-b685-0caec95f9361" "867200229" 2015-07-01 00:02:22 2015-07-01 00:32:22 "-1" 72 1800 655 507
"5" 0 " 9dd082b9-9bef-460a-b3b0-642c862c95f6" "867200256" 2015-07-01 00:02:33 2015-07-01 00:32:33 "-1" 71 1800 665 507
"6" 0 " c6eb5e65-7e1d-44f0-be44-f35eca3df52d" "867200210" 2015-07-01 00:02:44 2015-07-01 00:32:44 "-1" 88 1800 675 507
"7" 0 " a2d4fe72-288a-4bd9-b279-8f5e5891f70c" "867200251" 2015-07-01 00:03:21 2015-07-01 00:33:21 "-1" 91 1800 715 507
"8" 0 " b9d71400-9674-4cee-b93a-dfe9791441e6" "867200293" 2015-07-01 00:03:19 2015-07-01 00:33:19 "-1" 75 1800 715 507
"9" 0 " 25c5a20b-95a3-4bd4-b48d-05ce24be180d" "867200238" 2015-07-01 00:03:32 2015-07-01 00:16:06 "1" 69 753.832999944687 725 507
"10" 0 " d86258ca-3585-450a-8dc8-52240e9eebca" "867200274" 2015-07-01 00:03:56 2015-07-01 00:33:56 "-1" 73 1800 745 507
"11" 0 " aae54e77-dcc2-4e94-a5ec-c233b4e90f96" "867200219" 2015-07-01 00:04:06 2015-07-01 00:34:06 "-1" 92 1800 805 555
"12" 0 " d658ab06-0f32-4e4c-9d73-f9301548ceed" "867200214" 2015-07-01 00:04:11 2015-07-01 00:34:11 "-1" 84 1800 815 555
"13" 0 " f95c1421-ffd7-4247-b3a9-0b796e81bb43" "867200212" 2015-07-01 00:04:12 2015-07-01 00:34:12 "-1" 80 1800 815 555
"14" 0 " 3fa3c3f6-f802-43fa-b810-989fd55c1ae0" "867200227" 2015-07-01 00:04:12 2015-07-01 00:34:12 "-1" 78 1800 815 555
"15" 0 " 403d5ae8-a036-4d38-b9a8-2dee47e1e51e" "867200303" 2015-07-01 00:04:17 2015-07-01 00:34:17 "-1" 77 1800 815 555
"16" 0 " 9b121ea8-a9e7-4582-919f-e656c95d4105" "867200245" 2015-07-01 00:04:28 2015-07-01 00:34:28 "-1" 86 1800 825 555
"17" 0 " 9b4b5a5d-b737-4970-bacf-745d3e80df31" "867200283" 2015-07-01 00:04:22 2015-07-01 00:34:22 "-1" 85 1800 825 555
"18" 0 " d1437fa0-0551-40d5-a4d8-3964f8b7183b" "867200265" 2015-07-01 00:04:25 2015-07-01 00:34:25 "-1" 83 1800 825 555
"19" 0 " a13d301b-a86b-44a3-8ab6-41356f8ca1a8" "867200268" 2015-07-01 00:04:22 2015-07-01 00:34:22 "-1" 82 1800 825 555
"20" 0 " b656381c-da76-4a53-9936-a58f34e9eeb9" "867200257" 2015-07-01 00:04:21 2015-07-01 00:34:21 "-1" 76 1800 825 555
"21" 0 " 47f9833e-0a87-4a5c-9587-d1d034ed0e70" "867200226" 2015-07-01 00:05:07 2015-07-01 00:35:07 "-1" 97 1800 865 555
"22" 0 " f81c496e-da20-484c-b131-174cf2da5008" "867200230" 2015-07-01 00:05:05 2015-07-01 00:35:05 "-1" 79 1800 865 555
"23" 0 " ad714071-7db1-4a88-8f38-4be963b4aa82" "867200298" 2015-07-01 00:05:12 2015-07-01 00:35:12 "-1" 94 1800 875 555
"24" 0 " e90110c6-2e42-4cfe-86fd-8cab2c78bb9d" "867200277" 2015-07-01 00:05:17 2015-07-01 00:35:17 "-1" 90 1800 875 555
"25" 0 " 626c26fa-bb60-4ee0-bee6-3b80274b072d" "867200207" 2015-07-01 00:05:15 2015-07-01 00:35:15 "-1" 87 1800 875 555
"26" 0 " 0499e5e3-a4ed-43d8-99d4-a19179f180f4" "867200204" 2015-07-01 00:05:48 2015-07-01 00:35:48 "-1" 81 1800 905 555
"27" 0 " 1a41b583-4170-4459-9e01-681b6ff7c1a2" "867200282" 2015-07-01 00:33:13 2015-07-01 00:49:29 "1" 95 976.238999843597 2665 668
"28" 0 " 4ec21541-65dc-4692-a6ca-06cf914d548b" "867200246" 2015-07-01 00:33:39 2015-07-01 01:03:39 "-1" 98 1800 2695 668
"29" 2 " 21aa7685-a789-4172-839c-46af221e8df7" "867200226" 2015-07-01 00:35:20 2015-07-01 01:05:20 "-1" 97 1800 2795 668
"30" 0 " 2d742fe9-ed1a-413d-9769-a3d3d6ddc2e0" "867200284" 2015-07-01 00:35:57 2015-07-01 01:05:57 "-1" 99 1800 2835 668
