"tp", "tn", "fp", "fn", "precision", "recall", "k_value"
"1", 82, 9, 3, 3, 0.964705882352941, 0.964705882352941, 0.5
"2", 84, 6, 6, 1, 0.933333333333333, 0.988235294117647, 0.6
"3", 84, 6, 6, 1, 0.933333333333333, 0.988235294117647, 0.7
"4", 84, 6, 6, 1, 0.933333333333333, 0.988235294117647, 0.8
"5", 84, 6, 6, 1, 0.933333333333333, 0.988235294117647, 0.9
"6", 84, 6, 6, 1, 0.933333333333333, 0.988235294117647, 1
