"tp", "tn", "fp", "fn", "precision", "recall", "k_value"
"1", 22, 0, 99, 0, 0.181818181818182, 1, 0.4
"2", 21, 86, 13, 1, 0.617647058823529, 0.954545454545455, 0.5
"3", 20, 77, 22, 2, 0.476190476190476, 0.909090909090909, 0.6
"4", 19, 91, 8, 3, 0.703703703703704, 0.863636363636364, 0.7
"5", 19, 91, 8, 3, 0.703703703703704, 0.863636363636364, 0.8
"6", 19, 91, 8, 3, 0.703703703703704, 0.863636363636364, 0.9
"7", 19, 91, 8, 3, 0.703703703703704, 0.863636363636364, 1
