"tp", "tn", "fp", "fn", "precision", "recall", "k_value"
"1", 88, 0, 9, 0, 0.907216494845361, 1, 0.3
"2", 85, 8, 1, 3, 0.988372093023256, 0.965909090909091, 0.4
"3", 88, 6, 3, 0, 0.967032967032967, 1, 0.5
"4", 88, 6, 3, 0, 0.967032967032967, 1, 0.6
"5", 88, 6, 3, 0, 0.967032967032967, 1, 0.7
"6", 88, 6, 3, 0, 0.967032967032967, 1, 0.8
"7", 88, 6, 3, 0, 0.967032967032967, 1, 0.9
"8", 88, 6, 3, 0, 0.967032967032967, 1, 1
