"abandoned" ;"duration" ;"re_evaluation" ;"kb_1" ;"kb_2" ;"kb_3" ;"kb_4" ;"kb_5" ;"kb_6" ;"kb_7" ;"kb_8" ;"kb_9" ;"kb_10" ;"ms_1" ;"ms_2" ;"ms_3" ;"ms_4" ;"ms_5" ;"ms_6" ;"ms_7" ;"ms_8" ;"ms_9" ;"ms_10" ;"sc_1" ;"sc_2" ;"sc_3" ;"sc_4" ;"sc_5" ;"sc_6" ;"sc_7" ;"sc_8" ;"sc_9" ;"sc_10" ;"kb_bin_1" ;"kb_bin_2" ;"kb_bin_3" ;"kb_bin_4" ;"kb_bin_5" ;"kb_bin_6" ;"kb_bin_7" ;"kb_bin_8" ;"kb_bin_9" ;"kb_bin_10" ;"ms_bin_1" ;"ms_bin_2" ;"ms_bin_3" ;"ms_bin_4" ;"ms_bin_5" ;"ms_bin_6" ;"ms_bin_7" ;"ms_bin_8" ;"ms_bin_9" ;"ms_bin_10" ;"sc_bin_1" ;"sc_bin_2" ;"sc_bin_3" ;"sc_bin_4" ;"sc_bin_5" ;"sc_bin_6" ;"sc_bin_7" ;"sc_bin_8" ;"sc_bin_9" ;"sc_bin_10" ;"page_ac" ;"tab_hd"
"21" ;0 ;91.4879999160767 ;"1" ;0.05 ;0.05 ;0 ;0.1 ;0.1 ;0.1 ;0.05 ;0.05 ;0.05 ;0.05 ;0.05 ;0.1 ;0.1 ;0.05 ;0.1 ;0.1 ;0.1 ;0.1 ;0.1 ;0.1 ;0.05 ;0.1 ;0.1 ;0.05 ;0.1 ;0.1 ;0.1 ;0.05 ;0.1 ;0.05 ;1 ;1 ;0 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;0 ;0
"22" ;0 ;87.2929999828339 ;"1" ;0 ;0.117647058823529 ;0 ;0.117647058823529 ;0.0588235294117647 ;0 ;0.0588235294117647 ;0 ;0.117647058823529 ;0 ;0.0588235294117647 ;0.117647058823529 ;0.0588235294117647 ;0.117647058823529 ;0.117647058823529 ;0.0588235294117647 ;0.0588235294117647 ;0.0588235294117647 ;0.117647058823529 ;0.117647058823529 ;0.0588235294117647 ;0.0588235294117647 ;0.0588235294117647 ;0.117647058823529 ;0.117647058823529 ;0.0588235294117647 ;0.0588235294117647 ;0 ;0.0588235294117647 ;0.117647058823529 ;0 ;1 ;0 ;1 ;1 ;0 ;1 ;0 ;1 ;0 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;0 ;1 ;1 ;0 ;0
"23" ;0 ;53.882000207901 ;"1" ;0 ;0 ;0 ;0.0909090909090909 ;0.0909090909090909 ;0.0909090909090909 ;0.0909090909090909 ;0.0909090909090909 ;0.0909090909090909 ;0.0909090909090909 ;0.0909090909090909 ;0.0909090909090909 ;0.0909090909090909 ;0.0909090909090909 ;0.0909090909090909 ;0 ;0 ;0 ;0 ;0 ;0.0909090909090909 ;0.0909090909090909 ;0 ;0 ;0 ;0 ;0 ;0 ;0.0909090909090909 ;0.0909090909090909 ;0 ;0 ;0 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;0 ;0 ;0 ;0 ;0 ;1 ;1 ;0 ;0 ;0 ;0 ;0 ;0 ;1 ;1 ;0 ;0
"24" ;0 ;221.983999967575 ;"1" ;0 ;0 ;0 ;0.0444444444444444 ;0.0222222222222222 ;0.0444444444444444 ;0.0666666666666667 ;0.0444444444444444 ;0.0444444444444444 ;0.0666666666666667 ;0.0888888888888889 ;0.0888888888888889 ;0.0222222222222222 ;0.0222222222222222 ;0.0444444444444444 ;0.0444444444444444 ;0.0888888888888889 ;0.0888888888888889 ;0.0888888888888889 ;0.111111111111111 ;0.0666666666666667 ;0.0888888888888889 ;0 ;0.0222222222222222 ;0 ;0.0222222222222222 ;0.0666666666666667 ;0.0666666666666667 ;0.0666666666666667 ;0.111111111111111 ;0 ;0 ;0 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;0 ;1 ;0 ;1 ;1 ;1 ;1 ;1 ;0 ;0
"25" ;1 ;28.2239999771118 ;"-10" ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0.2 ;0 ;0 ;0.2 ;0 ;0 ;0 ;0 ;0 ;0 ;0.2 ;0 ;0 ;0.2 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;1 ;0 ;0 ;1 ;0 ;0 ;0 ;0 ;0 ;0 ;1 ;0 ;0 ;1 ;0 ;0 ;0 ;0 ;0 ;0 ;0
"26" ;0 ;27.422000169754 ;"0" ;0 ;0 ;0 ;0.166666666666667 ;0 ;0.166666666666667 ;0 ;0.166666666666667 ;0 ;0.166666666666667 ;0 ;0.166666666666667 ;0 ;0.166666666666667 ;0 ;0 ;0 ;0 ;0 ;0.166666666666667 ;0 ;0.166666666666667 ;0 ;0.166666666666667 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;1 ;0 ;1 ;0 ;1 ;0 ;1 ;0 ;1 ;0 ;1 ;0 ;0 ;0 ;0 ;0 ;1 ;0 ;1 ;0 ;1 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0
"27" ;0 ;127.442999839783 ;"1" ;0 ;0 ;0 ;0.04 ;0.04 ;0 ;0.08 ;0.12 ;0.08 ;0.04 ;0.08 ;0.08 ;0.12 ;0.08 ;0.12 ;0.08 ;0.08 ;0.12 ;0.08 ;0.12 ;0 ;0.08 ;0.08 ;0.08 ;0.04 ;0.08 ;0.04 ;0.12 ;0.04 ;0.08 ;0 ;0 ;0 ;1 ;1 ;0 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;0 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;0 ;0
"28" ;0 ;154.708999872208 ;"1" ;0.032258064516129 ;0 ;0.0645161290322581 ;0.0967741935483871 ;0.032258064516129 ;0.0645161290322581 ;0.0967741935483871 ;0.0967741935483871 ;0.0645161290322581 ;0.032258064516129 ;0.0967741935483871 ;0.0967741935483871 ;0.0967741935483871 ;0.0967741935483871 ;0.0967741935483871 ;0.0967741935483871 ;0.0967741935483871 ;0.0967741935483871 ;0.0967741935483871 ;0.0645161290322581 ;0.0967741935483871 ;0.0967741935483871 ;0.0967741935483871 ;0.0967741935483871 ;0.0967741935483871 ;0.0967741935483871 ;0.0967741935483871 ;0.0967741935483871 ;0.0967741935483871 ;0.0645161290322581 ;1 ;0 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;0 ;0
"29" ;0 ;36.6050000190735 ;"1" ;0 ;0 ;0 ;0.142857142857143 ;0.142857142857143 ;0 ;0.142857142857143 ;0 ;0.142857142857143 ;0.142857142857143 ;0 ;0.142857142857143 ;0 ;0.142857142857143 ;0 ;0 ;0 ;0 ;0 ;0.142857142857143 ;0 ;0.142857142857143 ;0 ;0.142857142857143 ;0 ;0 ;0 ;0 ;0 ;0.142857142857143 ;0 ;0 ;0 ;1 ;1 ;0 ;1 ;0 ;1 ;1 ;0 ;1 ;0 ;1 ;0 ;0 ;0 ;0 ;0 ;1 ;0 ;1 ;0 ;1 ;0 ;0 ;0 ;0 ;0 ;1 ;0 ;0
"30" ;0 ;113.158999919891 ;"1" ;0 ;0 ;0.0869565217391304 ;0.0434782608695652 ;0.0434782608695652 ;0.0869565217391304 ;0.0869565217391304 ;0 ;0.0434782608695652 ;0.0869565217391304 ;0.0869565217391304 ;0.0869565217391304 ;0 ;0.0869565217391304 ;0.0869565217391304 ;0.0869565217391304 ;0.0434782608695652 ;0.0869565217391304 ;0.0869565217391304 ;0.130434782608696 ;0.0434782608695652 ;0 ;0 ;0.0434782608695652 ;0.0434782608695652 ;0.0434782608695652 ;0 ;0.0869565217391304 ;0.0434782608695652 ;0.0869565217391304 ;0 ;0 ;1 ;1 ;1 ;1 ;1 ;0 ;1 ;1 ;1 ;1 ;0 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;0 ;0 ;1 ;1 ;1 ;0 ;1 ;1 ;1 ;0 ;0
"31" ;1 ;39.6949999332428 ;"-10" ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0.125 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;1 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0
