"gave_up","assignment_id","re_unit_id","re_execution_relative_start","re_execution_relative_end","re_evaluation","re_index","re_duration_num","relaunched","with_limit"
0," 97b2d466-bfee-404e-944d-98330cd09bb4","869471352",2015-07-01 00:00:27,2015-07-01 00:34:50,"1",94,2062.84800004959,707,638
0," 8340a330-a97d-43e5-a908-151b53aa2692","869471376",2015-07-01 00:01:05,2015-07-01 00:31:05,"-1",93,1800,707,638
0," 386be69c-2806-453a-a7a8-f9f2554550df","869471290",2015-07-01 00:00:49,2015-07-01 00:18:32,"1",88,1063.01799988747,707,638
0," f2af600d-5cd8-4019-bb8e-3bd260bed6fb","869471369",2015-07-01 00:01:18,2015-07-01 00:31:18,"-1",99,1800,717,638
0," 316cd48c-7a1f-48cb-9f74-361522d603f8","869471357",2015-07-01 00:02:26,2015-07-01 00:18:41,"1",89,975.181999921799,817,665
0," cdffd90c-ea54-4959-a4dc-f26763bfec44","869471311",2015-07-01 00:02:43,2015-07-01 00:32:43,"-1",95,1800,837,665
0," 1dc73931-3042-4df3-aca8-ec3e94255777","869471365",2015-07-01 00:02:50,2015-07-01 00:32:50,"-1",100,1800,837,665
0," 2a2c7884-3039-458c-8b92-26b537668fea","869471318",2015-07-01 00:03:11,2015-07-01 00:33:11,"-1",97,1800,857,665
0," fd968370-7e73-457a-b27f-e5e993b67a7c","869471372",2015-07-01 00:03:17,2015-07-01 00:33:17,"-1",96,1800,867,665
0," 0efb0b3f-da51-482c-a49d-f3acd046cdb9","869471308",2015-07-01 00:03:19,2015-07-01 00:21:51,"1",92,1111.75600004196,867,665
0," d795c25d-b66d-4087-8275-961f7177dcb2","869471349",2015-07-01 00:04:15,2015-07-01 00:34:15,"-1",62,1800,927,665
0," 3f2a82a9-fa71-4d31-91d3-ffb9a4504cdc","869471325",2015-07-01 00:04:41,2015-07-01 00:16:13,"1",85,692.529000043869,947,665
0," 690fdea6-a524-4ec6-acba-d1483896ad93","869471368",2015-07-01 00:05:17,2015-07-01 00:17:19,"1",87,721.790999889374,1037,713
0," 244755fe-676c-49ad-a227-b06e0f64aacd","869471353",2015-07-01 00:05:44,2015-07-01 00:35:44,"-1",98,1800,1087,742
0," 5ce82ca8-17da-4f0b-8d20-7d9188d6bda6","869471298",2015-07-01 00:06:14,2015-07-01 00:21:43,"1",91,929.099999904633,1217,842
0," 269be5d4-6ac4-4cb7-bf2b-06a042c48c3e","869471352",2015-07-01 00:30:23,2015-07-01 01:00:23,"-1",94,1800,2957,1131
