"gave_up","assignment_id","re_unit_id","re_execution_relative_start","re_execution_relative_end","re_evaluation","re_index","re_duration_num","relaunched","with_limit"
0," abebd311-41eb-49d1-b617-2222c10f7109","867354635",2015-07-01 00:05:17,2015-07-01 00:35:17,"-1",98,1800,1311,685
0," 433bc0eb-b3c5-4008-9377-1459ba955e5a","867354704",2015-07-01 00:03:13,2015-07-01 00:33:13,"-1",99,1800,1311,685
0," 734a1673-c4f5-468d-8264-0e48cb43b804","867354690",2015-07-01 00:05:58,2015-07-01 00:35:58,"-1",96,1800,1311,685
0," ca6d5fc1-7993-4c9b-8483-6bef592b81a9","867354719",2015-07-01 00:05:42,2015-07-01 00:35:42,"-1",95,1800,1311,685
0," a3199999-a263-4972-aa96-0169b4c7f404","867354673",2015-07-01 00:05:14,2015-07-01 00:35:14,"-1",94,1800,1311,685
0," c1ca88a6-2141-4a9e-918d-2ebb6dd2c682","867354694",2015-07-01 00:06:14,2015-07-01 00:36:14,"-1",93,1800,1311,685
0," 031af7d6-e34b-4d26-a348-3fd669b7a004","867354718",2015-07-01 00:06:32,2015-07-01 00:36:32,"-1",90,1800,1311,685
0," 8bc7b686-ec80-4f80-b775-49e6c46672b2","867354684",2015-07-01 00:05:31,2015-07-01 00:35:31,"-1",89,1800,1311,685
0," f2076676-2957-48db-9610-54657aef746a","867354695",2015-07-01 00:07:13,2015-07-01 00:37:13,"-1",88,1800,1311,685
0," 3e6ba145-ed97-4fb9-8414-83ae33e6b4ed","867354685",2015-07-01 00:04:06,2015-07-01 00:34:06,"-1",87,1800,1311,685
0," 48202d8a-44ca-47b4-ae3a-360609a52229","867354612",2015-07-01 00:04:48,2015-07-01 00:34:48,"-1",86,1800,1311,685
0," 0eb17446-d3fa-4790-9cc2-2772a089e351","867354681",2015-07-01 00:04:52,2015-07-01 00:34:52,"-1",85,1800,1311,685
0," d4500c68-e039-416a-8acf-b6bbf6c3481a","867354699",2015-07-01 00:01:23,2015-07-01 00:31:23,"-1",84,1800,1311,685
0," 88a03607-a6b5-4060-8e64-e44d07ef3338","867354632",2015-07-01 00:05:47,2015-07-01 00:35:47,"-1",83,1800,1311,685
0," e29c2f08-ec3e-4647-aa0e-2c0a4bbe3314","867354628",2015-07-01 00:05:13,2015-07-01 00:35:13,"-1",82,1800,1311,685
0," d2f7f449-6ee8-44af-b1e6-e9ab247a36c3","867354644",2015-07-01 00:04:34,2015-07-01 00:34:34,"-1",81,1800,1311,685
0," 8b0221d0-dca6-4b22-9ee8-e715294c4c6f","867354665",2015-07-01 00:03:10,2015-07-01 00:33:10,"-1",80,1800,1311,685
0," c42a547d-df38-456e-b700-9414cf8901a1","867354687",2015-07-01 00:06:21,2015-07-01 00:36:01,"1",79,1780.23000001907,1311,685
0," 33935da5-ed01-4107-832b-b2f6f2758244","867354656",2015-07-01 00:02:18,2015-07-01 00:32:18,"-1",77,1800,1311,685
0," 6286bc73-3497-47ec-9fbb-d8a1033e167e","867354642",2015-07-01 00:04:48,2015-07-01 00:34:48,"-1",76,1800,1311,685
0," 433a117d-a046-4a2f-961a-7f0a83840d1b","867354668",2015-07-01 00:03:25,2015-07-01 00:33:25,"-1",75,1800,1311,685
0," 40dda998-c8dd-45a0-a401-53ae5457e8f5","867354712",2015-07-01 00:01:10,2015-07-01 00:31:10,"-1",74,1800,1311,685
0," b09333f8-6d16-405c-81fe-e6b6fe3168cc","867354643",2015-07-01 00:02:02,2015-07-01 00:32:02,"-1",73,1800,1311,685
0," 3f3a049f-29f6-4264-8697-ce75103fe87a","867354657",2015-07-01 00:01:29,2015-07-01 00:31:29,"-1",72,1800,1311,685
0," 223344cc-7c88-4d00-a498-c739a905947a","867354689",2015-07-01 00:00:55,2015-07-01 00:30:55,"-1",70,1800,1311,685
0," 93e977a3-8f99-468c-a3ba-c982c0eaf0f0","867354625",2015-07-01 00:00:45,2015-07-01 00:30:45,"-1",69,1800,1311,685
0," 6eb7c75f-3425-472f-8c12-ef422f5ef38d","867354652",2015-07-01 00:00:00,2015-07-01 00:30:00,"-1",68,1800,1311,685
0," 2be92553-cff8-4679-9b59-cf994e621192","867354670",2015-07-01 00:05:36,2015-07-01 00:35:36,"-1",66,1800,1311,685
0," a6ff4416-a588-4cf3-a01d-7775f74f3503","867354716",2015-07-01 00:01:59,2015-07-01 00:31:59,"-1",65,1800,1311,685
0," c4836dac-0aa5-47ee-abdc-a52f1fadb2f1","867354658",2015-07-01 00:02:57,2015-07-01 00:32:57,"-1",91,1800,1311,685
2," fca14832-72ca-48c1-8300-7756f80e8262","861948358",2015-07-01 00:04:51,2015-07-01 00:34:51,"-1",56,1800,1311,685
0," 1df99a08-afe2-46aa-9fb2-c9bf06eb1bf3","867354711",2015-07-01 00:06:04,2015-07-01 00:36:04,"-1",92,1800,1311,685
0," 37b1e8f1-8941-4753-ac24-ea4e6cd23ddc","867354704",2015-07-01 00:33:20,2015-07-01 01:03:20,"-1",99,1800,2811,806
0," 87b55ecf-3df5-4187-a1f0-4aac586d030e","867354653",2015-07-01 00:34:26,2015-07-01 01:04:26,"-1",100,1800,2881,806
0," 481fbf4c-9205-4f2e-abce-803b3ffe2bf2","867354635",2015-07-01 00:35:35,2015-07-01 01:05:35,"-1",98,1800,2951,806
0," 8682b626-6934-4546-9eea-e493dbd34723","867354719",2015-07-01 00:39:24,2015-07-01 01:09:24,"-1",95,1800,3171,806
0," e4c18aba-cdf2-4164-8503-2f049f8bad86","867354653",2015-07-01 02:34:41,2015-07-01 03:11:47,"1",100,2225.67299985886,10091,805
0," b76cea84-4dfc-406a-b6d6-6011681754a3","867354653",2015-07-01 03:05:04,2015-07-01 03:35:04,"-1",100,1800,12211,1098
