"gave_up","assignment_id","re_unit_id","re_execution_relative_start","re_execution_relative_end","re_evaluation","re_index","re_duration_num","relaunched","with_limit"
0," 734a1673-c4f5-468d-8264-0e48cb43b804","867354690",2015-07-01 00:05:58,2015-07-01 00:35:58,"-1",96,1800,2115,878
0," ca6d5fc1-7993-4c9b-8483-6bef592b81a9","867354719",2015-07-01 00:05:42,2015-07-01 00:35:42,"-1",95,1800,2115,878
0," c1ca88a6-2141-4a9e-918d-2ebb6dd2c682","867354694",2015-07-01 00:06:14,2015-07-01 00:36:14,"-1",93,1800,2115,878
0," 1df99a08-afe2-46aa-9fb2-c9bf06eb1bf3","867354711",2015-07-01 00:06:04,2015-07-01 00:36:04,"-1",92,1800,2115,878
0," 031af7d6-e34b-4d26-a348-3fd669b7a004","867354718",2015-07-01 00:06:32,2015-07-01 00:36:32,"-1",90,1800,2115,878
0," 8bc7b686-ec80-4f80-b775-49e6c46672b2","867354684",2015-07-01 00:05:31,2015-07-01 00:35:31,"-1",89,1800,2115,878
0," f2076676-2957-48db-9610-54657aef746a","867354695",2015-07-01 00:07:13,2015-07-01 00:37:13,"-1",88,1800,2115,878
0," 88a03607-a6b5-4060-8e64-e44d07ef3338","867354632",2015-07-01 00:05:47,2015-07-01 00:35:47,"-1",83,1800,2115,878
0," c42a547d-df38-456e-b700-9414cf8901a1","867354687",2015-07-01 00:06:21,2015-07-01 00:36:01,"1",79,1780.23000001907,2115,878
0," 2be92553-cff8-4679-9b59-cf994e621192","867354670",2015-07-01 00:05:36,2015-07-01 00:35:36,"-1",66,1800,2115,878
0," abebd311-41eb-49d1-b617-2222c10f7109","867354635",2015-07-01 00:05:17,2015-07-01 00:35:17,"-1",98,1800,2115,878
0," 37b1e8f1-8941-4753-ac24-ea4e6cd23ddc","867354704",2015-07-01 00:33:20,2015-07-01 01:03:20,"-1",99,1800,3365,1355
0," 87b55ecf-3df5-4187-a1f0-4aac586d030e","867354653",2015-07-01 00:34:26,2015-07-01 01:04:26,"-1",100,1800,3425,1355
0," 481fbf4c-9205-4f2e-abce-803b3ffe2bf2","867354635",2015-07-01 00:35:35,2015-07-01 01:05:35,"-1",98,1800,3495,1355
0," 8682b626-6934-4546-9eea-e493dbd34723","867354719",2015-07-01 00:39:24,2015-07-01 01:09:24,"-1",95,1800,3725,1355
0," e4c18aba-cdf2-4164-8503-2f049f8bad86","867354653",2015-07-01 02:34:41,2015-07-01 03:11:47,"1",100,2225.67299985886,10645,1355
0," b76cea84-4dfc-406a-b6d6-6011681754a3","867354653",2015-07-01 03:05:04,2015-07-01 03:35:04,"-1",100,1800,12795,1681
